free_text,label_id
Bình Nguyễn,normal
Cứ như tao con sam mặt mũi như nào còn chưa từng thấy thì k phải lo lẫn nhé,normal
Muốn có tóc xinh thì sang chị Thuy Small nhaaa,normal
Vũ Thanh Huyền thấy cmt của bạn này nghe mùi ích kỉ tính vào nói vài câu mà thấy các bác nói nhiều quá thôi em xin rút hí hí,hate
thu 3d may ma sao lon qua,hate
bình thuận toang rồi các bác à 😌,normal
Sao dạo này k ai nhắc tới a Cường của tao hết dị..,normal
Lag cmnr,offensive
Biết ngay là qản lí page mà,normal
Wtf,offensive
"Nguyễn Ngọc Trinh đã nói là ngta kh xét nghiệm cũng không chữa mà, :) nên về là đúng r, vả lại còn thuê phi cơ riêng, lây lan ai đâu :( ?",normal
top bao nhiêu chả được miễn không vào top dislike nhiều nhất lịch sử là được :v,normal
":)) làm loạn không phải cách hay, giờ giả sử phá hết đó nó bắt đền bù ngược lại thì dân mình ko những còn ko đc đền bù mà còn chịu thiệt, hơn nữa mình tưởng những người công giáo sẽ ôn hòa chứ tức nước vỡ bờ thì cũng một ruột với lũ công an '' lỡ vuốt má '' à. cứ như buổi đầu của phong trào công nhân họ nghĩ họ chịu cực khổ vì do máy móc nên họ đập phá máy móc vậy",hate
Trần Duy 🤦🤦 ns những j bản thân biết thôi,normal
Haizz ngồi nói suông cũng chả ích j đâu. Thôi cứ theo dòng chảy xã hội mà theo thôi. Miễn là gia đình mình ko khổ là đc. Tầm mình chả thay đổi đc j cả cái xã hội này.,normal
"Anh Lân, máu lạnh nhỉ, khg cười té ghế mất kkkk",normal
Nhạc bắt tay vai lon,normal
anh em bên nước mỹ trông nom trần dần cẩn thận nhé hàng hiếm của dân việt nam đấy đừng để trần dần chết thối trong phòng mà không ai biết thì tội cho tiên tri lắm .,normal
Xin link fb Trần Dần với mọi người ơi,normal
Cutoe~~~🙆❤❤❤,normal
Diễm Phúc hjjj,normal
Sống nhanh lên các bạn,normal
Đỗ Thái Thiên ngay từ đầu là cấp số nhân rồi 😂,normal
Cây ATM lúc này....,normal
Phước Đây Đừng Sợ lừa bố m 😑,normal
Ba chào cô chú đi con,normal
NgPh Hoàng tui xin video,normal
Hop lý,normal
Nghe rất đa khoa nhưng lại phụ sản :<,normal
Nguyễn Thịnh djtcu hẳn là 6 múi :)),normal
Lê Phương Linh Út Tuyền tầm hate7 r mua,normal
Thằng hùng vs bà  4 Nha đụ nín thở nhe a tuân.,offensive
Nhũng bài hay của nó bị ngta lấy r =]]] giờ biết sao đây,normal
thông minh thì nó tìm cách tiêu diệt :v,normal
"Xe vip chắc biển xanh thật nhưng khi chạy ngoài đường thì để biển trắng. Lỡ có gây tai nạn, vi phạm luật thì mới dễ chối bỏ hehe",normal
"Hiền Nguyễn nói thì dễ gì bán dc, cố nhắm mắt ko biết để kiếm lợi mà",normal
Vợ tày đã xem* rip mixigaming,normal
"Lại nhớ chuyện hoàn đá ở Tây Nguyên, nghe thiên hạ đồn đá thuộc dòng quý và đắt, lập tức tịch thu, làm rào sắt quản lý, thậm chí cho chắc ăn phạt luôn người tìm ra hòn đá cho chắc ăn, đủ đảm bảo răn đe.he.",normal
Ngửi cho tỉnh đi 3 Gòa,hate
Sống chậm lại nào ><,normal
Cc thầy eie,hate
Phương Thảo nom có như thằng trẻ trâu ở quê không,hate
Hàn Quốc là Á Quân corona champion nên họ coi thường đội bét bảng như mình là chuyện bình thường.,normal
Sống chậm thôi 🤣🤣,normal
Jack:,normal
Cực kì thuyết phục !,normal
"mịa sao ko cởi giày, sắn quần lên đi vô rồi mang giày vô có sao đâu, Kiểu cách CS !!!",hate
Hông sợ :)))))),normal
Có cái gì sai sai,normal
Nó đéo vi phạm gì. Chửi gato với voz à?,normal
"Đánh con mẹ gì trúng hatenormalk, xao lol :))",offensive
Khó nhề :)),normal
Bk loạn vcl,offensive
lì xì...cũng dâng bằng hate tay nó mới nhận êm được 😝😜😛,normal
Tỉ phú nào đấy tẩy chay đồ vô học,hate
đúng vl,normal
Người ta nói dân là sức mạnh của nước! Dần giàu nước mới mạnh!! Đảng là đảng của dân do dân và vì dân! Nhưng ở đây đưa đảng lên trên dân tộc??,normal
Nguyễn Hoàng Lực phục cái máu lồn,hate
Nguyễn Minh Phương =)),normal
chịu bro ơii,normal
idol tui :))) đẹp zai vãi :),normal
Làm ng tốt mà còn bị tù :)))),normal
T tự hỏi B5hate nghĩa gì ? Phải là B89 chứ ?,normal
Kéo khoá quần lên kìa anh,normal
ui sếp ngày xưa nè,normal
Giống Linh Hoàng thế🤔,normal
Trường t không được mặc áo dài cm ạ:))),normal
Đồng Nhung bth thôi =)),normal
From Cần Thơ with love. Chúc a nghỉ lễ thật vv thoải mái ạ,normal
Trần Tấn Tài vẫn là chai sting,normal
"Chơi mà lòng tự nhủ ""game là để giải trí, để giải trí, để giải trí, để giải trí, nhưng đell phải con game loèn này, con game loèn này ứ phải để giải trí"" 🤣🤣🤣",normal
E cười muốn xỉu,normal
lên luôn anh owiiii,normal
Phụ nữ vn làm gi có ai xấu tai xấu hại vậy xấu hết phần chó,offensive
Phương Minn yaya cùng thuyền,normal
Inoue Kido photoshop,normal
Ad đừng nhắc 3 bình hay 4 bình. Ko bọn nó lại ra quy định mới phải mang 5 bình cứu hoả trên xe bây giờ.,normal
offensive lũ sâu mọt hại nuớc hại dân. lũ này chỉ có đem xử bắn,hate
Vâng ạ,normal
Trần Linh Nghe có vẻ vô lí nhưng thuyết phục sự vô lí của hợp lí trong vô lí của sự ko hợp lí đó và sự ko hợp lí đó lại tiếp tục rất thuyết phục cái hợp lí của ko hợp lí :v,normal
Vũ Khắc Hoàng nhìn idol chất vcl,normal
😪😪,normal
Minh hiếu xinh quá,normal
Smoke,normal
"từ thời VNCH đã cho xây rồi, nhưng dang dở thì tới offensive975, sau đó người ta lo chuyện xóa bỏ chế độ cũ hơn là nhìn tương lai xa rộng nên mấy công trình đó bị hủy hoại hết rồi. ý tôi muốn nói là đừng chơi cái kiểu "" mất mùa là tại thiên tai, được mùa là bởi thiên tài đảng ta""",normal
Ong Tran Dan lam Tong Thong Viet Nam cho dan nga ngua dfo. Mot la gia hate...... Gia roi de cho lop tre no len nam quyen dNG  CHUNG NO DU NHAN TAI VE GIUP DO XAY D7UNG  vIET nAM.,normal
Có tiền thì mới nuôi dưỡng được đam mỹ :))),normal
Cooking oil hân hạnh tài trợ chương trình này =)) hạnh phúc qué,normal
"Có mỗi phần làm về liên quân là chán thôi, táo thật vẫn rất hài hước và ý nghĩa với mấy câu kháy tình trạng xh :))",normal
a giờ già r có hiện rõ những vết chân chim 😕,normal
"Miễn phí hết tất cả mà, nhưng mà họ lười khám thôi",normal
Thùng rác mà cũng phải nhập TQ đúng là pó tay !,normal
Ông Tuân dễ thương quá. Cười suốt như đc mùa🤣,normal
"offensive cây xăng có đầy đủ ban, bệ từ cửa hàng trưởng, cửa hàng phó, kế toán, nhân viên, lao công, bảo vệ nên lúc nào họ cũng than lỗ. Lạ offensive cái nữa là đa số cây xăng Petrolimex, nhân viên ở đó thường nói tiếng Nghệ An, Hà Tĩnh",normal
Chau Nguyen,normal
Thèm cake ép quá homie 😣😣😣,normal
Chị dể thương quá,normal
Au! 😂😂😂,normal
Lộc An hí từ năm này sang năm khác,normal
Chị ơ em thấy chị biết thương người em có ba đưa con bai dời em khổ chị có thể dup đơ e,normal
Tiên Laru xin clip được khống bro,normal
Theo kinh nghiệm FIFA 3 thì thầy cứ cộng đại đi thì tự lên thôi...,normal
A Ba Duy đi grab thật ak,normal
Ngày mai chúc các anh tốp offensive ez và nhiều kill nhé❤️,normal
"Làm tháng 7,8 củ thôi. Khổ lắm anh độ nhà tôi còn k có cơm mà ăn nữa. Suốt ngày toàn ăn mì tôm vs cua hoàng đế vs tôm Alaska thôi mấy ông ạ:))",normal
Anh lại gáy sớm 🤣🤣🤣,normal
Hôn gió kiểu mixigaming:)),normal
Thường thôi Lê Kỳ Duyên,normal
Gam k đc top8 bh top offensive6 nào mới xoá kênh?,normal
Ok ba gà :))),normal
Có công trình thì mới có tiền vào..,normal
"Cmt chữi bọn nó hoài cũng nản, thôi thì like thôi vậy",normal
Mẹ kiếp. Công lý của đồng tiền.,offensive
cà khịa cực mạnh =))),normal
Phú Nguyễn trc hết phải thâu tóm Cáo để có liên minh😂😂😂,normal
Phan Thắng đi đi thắng,normal
Hòa Nhã chị xem anh này làm cty gì đi tìm hiểu đầu quân luôn cho anh ấy đi chị,normal
Bảo vệ thì ăn chia rồi. Còn lãnh đạo trường thì đang cố giấu!,hate
Nhin o tran dan dot nay danh vo dep hon lan truoc .ong ko dong tram toi dan vn trong nuoc va sui pham phap  la tot ung ho ong da nhin nhan ra cai dung va chinh nghia,normal
Co hieu cang ngay cang xinh dep qua.uoc j duoc gap co offensive lan,normal
Cô ấy cưng ko chịu nổi ♥️,normal
Hay quá bác.,normal
Cô Minh  Hiếu  chư hay  quá,normal
H mới bík.  Đuờq quyền là bà nỳ sáng chế,normal
"Cũng mai là ko trưng bày comlê, vest. Nếu ko bọn này bảo mình theo tây mất. Hên gê",normal
Hợp lí :)),normal
Bệnh viện tâm thần lại để abe chạy thoát nữa r,normal
Ko thich VN thì cút sang Campuchia mà sống (DLV cho biết),hate
lôi súng ra bắn offensive phát,normal
tuyên giáo mà cha :v,normal
Ra đường nhớ cằm theo não,hate
Minh Công nói thật bây gio tui ghét bọn hàn như ghét cức,hate
Quần đùi thuộc hàng cổ luôn ông,normal
"Bạn nữ nào âm đạo dãn rộng thâm đen Khí hư thay đổi bất thường, có mùi, ngứa ngáy, kinh k đều , muốn hồng hào và se khít âm đạo ib m giải quyết sau liệu trình nha 🤝🤝normal984888hate9offensive",normal
Hot girl quốc dân BeBa ozawa :),normal
Abe vô địch Abe vô đối :< em mãi yêu Abe,normal
ông già tôi lại quảng cáo đấy mn ạ <3 mua ủng hộ cho con mua sữa nhé :v,normal
Tui cho offensive * các bạn thì sao?,normal
Chúc mùng thầy,normal
"sự thật thì nó rẫy mãi éo chết...còn xứ lừa thì đang trong cơn hấp hối vì hết tiền, nợ ngập đầu, tài nguyên cạn kiệt còn số đông dân đen đang ngập ngụa trong chất độc!... nay thấy tổng thống nó qua thăm, dân mừng như gặp thánh...ai cũng mong chờ nó chìa tay ra cứu mình !",hate
Alo bác sĩ à :),normal
"Ôi trời ơi thế giới này sao tồn tại loại đàn bà còn mang hài cốt khỉ đột vậy. Linh lóc ơi em đã xấu nhất hành tinh rồi mà còn hỗn láo nữa chỗ nào để cho em quẫy không , gái miền tây nó là thế đó sao em? Chứ tui thấy họ nết na thùy mị lắm mà dễ thương làm sao đâu á còn em thì tui muốn cho vào rừng sống lại với bản năng của Em mới đúng",hate
Đề nghị các đồng bào tự do ngôn luận trong khuôn khổ cho phép,normal
Đỡ thế l nào được :)),offensive
Abe về sg chưa để biết tối nay ra đơm abe nè. :)),normal
Phan Thị Huyền Trang Thanks e nhé. Mà chắc cũng ko sao đâu e,normal
Ở một diễn biến khác 😑,normal
anh tôi ;)),normal
chất vl a ưi,normal
Trần Văn Hưng 🙂,normal
Cmt cho th bạn biết mình có fan cứng=)),normal
"Tôi chơi banh bóng ở nhóm ông anh Trần Khiêm này chưa bao giờ mất offensive đồng phí hay lộc lá cho ai cả. Trong nhóm a.e giao lưu và nhận Kèo miễn phí, tỉ lệ win cao mà mấy a.e nhiệt tình nên giới thiệu cho ông nào cũng đam mê mà đang xa bờ thì xin vào nhóm mà tham khảo . Linlk Fb cho ae Liên hệ",normal
Giải trí thui mà abe,normal
Hợp lý vl =))),normal
Nguyên văn tâm thư*mờ huyền bí,normal
không mặt sịp à thầy :DD,normal
"Theo những quy định luật pháp hiện hành của Việt Nam, ông hết cơ hội lấy lại nhà khi ông đã bỏ đi rồi. Ông về mua nhà mới mà dưỡng già đê. Một căn biệt thự ở Sài Gòn có lẽ chỉ mất một góc nhỏ tài sản mà ông đang có thôi.",normal
Chúc mừng abe nha ( mong thầy làm đúng lời hứa ),normal
Linh Tinh yếnYến Nguyễn chỉ là cánh hoa thôi nhé,normal
Ôi mẹ ơi t sống chậm à,normal
:)) quen rồi thì biết lsao???,normal
"Mng bỏ ra vài giây click vào link like video ở đó ủng hộ giúp em đi ạ, chúng mngoffensive ngày tốt lành",normal
Giọng ca của B5hate phải vượt qua tầm vũ trụ :v,normal
Quỳnh Phạm 😂😂 a làm gì đã có ngừi eooo,normal
🦔,normal
Ví dụ rào thấp thế kia nó nhẩy ra thi sao,normal
Khổ mấy ông không có ny :3,normal
s ko có live z thầy,normal
Co oi cho con hatenormalnormal ngan di chi,normal
Quả đầu này k hợp với avt đâu a Độ :v,normal
Cực kì thuyết phục😁😁,normal
Quần lột quần,normal
"Lương tháng 7-8 triệu, k đóng quảng cáo thì tiền đâu ăn cua Hoàng đế :(",normal
Choán thực sự :(( chia lên chia xuống kb bao nhiêu lần . Toang thực sự ....,normal
Tặng các bạn nữ hatenormal/offensiveoffensive vv,normal
Giống nhau như hate giọt nước. Mà mỗi cái là offensive giọt nước mắt với offensive giọt nước 💩 thôi ạ 😂😂,offensive
Chán thật sự a nhờ,normal
Dang la voi luc xuong cho moi biet mat .,normal
Idoi của tui đó.chúc bác và bà con ta vượt qua đc đợt dịch này,normal
"Chúc mừng anh Độ :) mong sang năm mới anh ""Hí anh em"" ít hơn :(",normal
"Biết bao nhiêu vụ đi bắt người bị quay xong bảo bắt bớ dân lành ? Thì đm bây giờ CA nó chờ đủ hết mọi thủ tục cần thiết nó mới dám bắt chứ không thì đm ""cư dân mạng"" chửi sml ra à ?",offensive
Sức ảnh hưởng của chị không chỉ sao việt nhạy lạy trên tik tok  mà lan ra giới trẻ hàn luôn,normal
Một pha óc chó của a . ý thức như ruồi của a,hate
Cho e xin vs nào đem về chưng thôi chứ nhà ko có máy :)),normal
Trận lượt về này thiên thời địa lợi nhân hoà sẽ chắc thắng thôi bác yên tâm ạ!!!,normal
Chúng ta ko thuộc về nhau,normal
Phục vụ cả đại đội cơ ))),normal
thiệt mình thôi,normal
Chat chan tay la xong.ko can lgi het.thang nao danh nguoi giet nguoi cu chat chan cat gan tay,hate
Chịu anh B5hate luôn,normal
Tăng lương cho edit abe ơi :)))),normal
Hiệp Đinh đọc cho kĩ vào cap to mà,normal
Thân nhau lắm mà ta,normal
Hóng clip thử thách hate4h ngủ với Susan của Abe nào ae 🙂,normal
"Làm chủ tịch thành phố dễ vậy sao, chắc các cháu tiểu học cũng làm được",hate
"Chưa thử loz xách tay bao h,có thì ới 😂",offensive
Moi tới lỗ mũi mà không hung dữ sao được,offensive
"Nhìn tác phong, biết tư cách...",normal
Bạn bè mờ ý thức khác hẳn nhau nhỉ =)),normal
Cái mỏ con linh lóc giống cái mỏ chùi lol,hate
Tư'k,normal
toang quảng nam của em r vậy :(,normal
ci oi nhin ci dep nhung chi ko Rong mot con nguoi ci Rong mot con cho,normal
"Tú ơi, cho Abe blue :v",normal
di lam tu thien ma chui vay thi cong duc dau con nua,normal
Vân Cao Ngổ Ngáo Ngọc fb lại nghe trộm được cuộc họp lúc chiều nay của công ty mình rồi😌,normal
Chinh :)) mình nghe giọng của jack thật sự k hợp với mình nên chẳng nghe đc bài nào trọn vẹn 🥰🥰,normal
Lê Thị Trang chăn chần bông hả nàng?,normal
Boond Lee,normal
Má này bắt chước phong cách ngọc Trinh.,normal
cách này hay nha 👍👍👍,normal
"ôi làm sao , làm sao , chả làm sao cả anh ơi :v haha",normal
Đ.m thằng ad lại dùng IE rồi =))),hate
ngầu vkl =))),normal
Tiên tri giác ngộ được tư tưởng của Đảng chưa,normal
Võ Xuân Hoan điên hả m,offensive
Áo ông mặc nhìn ngầu phết. Vẫn ngon cơm,normal
Đánh nó đi thầy,normal
Khánh Vy tạm gọi là có học nên chính tả không viết sai được như bạn ạ 😞 gà với dê mà cho vào gia súc thì chắc phải học bạn offensive khoá,normal
Ai sau lưng cô híu mà đẹp trai vậy trời,normal
"Giờ ý thức và sự trung thực là quan trọng nhất ,mọi người nên ý thức được sự nguy hiểm của dịch bệnh trước khi khai báo hãy nghĩ tới gia đình người thân và mọi người xung quanh. Việt nam ơi cố lên !",normal
Chơi game còn giận :))),normal
Trần Thu Hương = )))),normal
Ghép nhạc đỉnh,normal
Phạm Thùy Dương hâhhahha. Mong ai đó sẽ hiểu lòng chúng em,normal
"Hay quá đi, có ông nào chơi pubgm k? Chơi tấu hài đi",normal
Ghi Ta chưa dậy thì hả,normal
Mất tiền của dân mua hoạ cho dân. Thiết kế đấy không có vài thảm hoạ giao thông thì hơi phí. Hơn khủng bố rất nhiều!!:(,offensive
Quang Khải tối nay chắc lại hí tiếp,normal
Tặng hoa cho thèn bạn lol :))),normal
du học sinh úc nó phải khác bọt :v,normal
♥ thay,normal
"Bán nước rõ ràng rồi, các cháu dư luận viên còn gì để sủa ko?",hate
Trân Dân.mày vê VN tao sē Công Đâu Mày....Nhơ lơi tao nói...Thương bé lăm,hate
hướng về quê hương là ngta cảm thông liền,normal
Hong Phuc ns cái j ruk nói lại nghe chơi,normal
Kiên dịch vọng r đấy,normal
Ông Độ sắp có vê lóc mọi người ơi,normal
"Cho chừa cái tội tài lanh, DMCS",hate
Khẩu trang đi,normal
Bình tĩnh anh ba ơi :>,normal
Chọc và chửi một người bị thần kinh là ác đức lắm đấy hãy ngừng gây tội ác!!!,hate
Chậm nàoooo,normal
Quả tóc không giống ai trên Trái Đất này,normal
Giang Em. Đưa ba xemmmm,normal
Ảnh cp,normal
"thì biểu tượng giống nhưng ý nghĩa của mỗi nơi nó khác, khi xài ở hq là hoa, xài ở vn là lol má ơi",normal
"Bố chồng giống gờ đờ ra gôn, còn chồng Tùng con giống TOP ạ =))",normal
ad của page này chửi như muốn đổ cả rổ lồn vào mồm người khác ý :),hate
"cái này tau biết này , để nuôi mấy ông bụng bự nè",normal
:>,normal
được vl anh ưiiiiii,normal
Tết ko còn đc vui nữa:(,normal
Khoảng cách sẽ không xa nếu hai ta coi nhau là tất cả❤️,normal
Chị Nhung ơiii.... Chị Nhung xem hậu quả của chị Nhung gây ra cho đất nước kìa... Chị Nhung còn bị stesss nữa không ta...??? 🙂🙂🙂,normal
Chỉ cảm thấy tiếc nuối vì những gì đã qua,normal
Trung thu là tết thiếu nhi mà dhs mấy bạn nữ vẫn đòi quà :)))),normal
Ông này có lúc nào tỉnh đâu,normal
Thầy câm mẹ mồm đi không em đấm cho bây giờ,hate
"Trung Phan hate ngôn ngữ nó mới sang, fish sauce là quê mùa r nha =)))))",normal
Hoàng Thiện,normal
Tiến Minh rồi nửa kia ko đc đeo hả bro,normal
Có ekip xin đấy hình ảnh đẹp nhưng nhảy như trên nền nhạc bolero,normal
éo nha liu liu,offensive
Đâu cũng thấy gil 🤣,normal
Sau đợt này về mở offensive chuỗi cửa hàng bánh tráng đc rồi chúc mừng anh 😏,hate
Chỉ còn cach này,normal
Đm nhắn tin ủng hộ thì chịuuuuu =)))),normal
Bui Thuy Trang trend rồi kìa,normal
lạy tụi bán sim. méo biết nhục là gì nữa trời. ăn rồi bị họ chửi rủa như chó mà cũng lầy hoài. chả biết ai mua không mà cứ dai như đĩa đói -_-,hate
E mất fancung rồi anhh ới:)),normal
Tiên tri vũ trụ Trần Đần đại ngu.,hate
Nguyễn Bá Long ib đi,normal
Làm tí game gủng cho đỡ puồn,normal
Trend này ở Việt Nam! Có cách đây chả chục năm trước.nhưng nghĩa của nó k phải cánh hoa.mình nói thật đấy,normal
Ai lớp du chu cờ mo :))),normal
Manh thi song yeu thi chet,offensive
từ ngày bác Thanh ra đi đà nẵng loạn xì ngầu còn hơn cái bồn cầu giật nước,normal
"Boxit nữa, đừng quên bùn đỏ",offensive
bựa :D tinh túy của trọng lú :D đất nước ta ngày càng phát triển thua lào vào campuchia ơn đảng nhỜ sự lãnh đạo tài tình của lão già biến thái này.cON CHÁU ÔNG CHẮC HÃNH DIỄN LẮM NGÀN NĂM TIẾNG THƠM LƯU CMN DANH,hate
Hay quá anh ơii:)),normal
Hahaha,normal
@Queen Lena ❤,normal
Chim sẻ đi nắng gặp gà trống Cao Bằng 🤣🤣🤣,normal
I love you chu cà mo 💓💓,normal
"cái cách nói chuyện của bà này rất khó nghe. nói dài dòng mà toàn nói linh tinh trên trời dưới biển gì đâu, chẳng nói vào đúng trọng tâm gì",hate
Nam Phạm hoá ra là mình đang theo trend đấy ư??? Vãi thật 🤣🤣🤣,normal
Mầy lên mạng xã hội mà mầy vỗ lồn con nầy quá trời sao ko ai dám làm gì nó hết dậy trời tức muốn ói máu,hate
Khúc Hương Giang nó đi ĐL với con Ngân ròi mẹ. Mà nó đòi đi trong hk mà t thì cũng bận trong kì,normal
"Khi iu là chết trong lòng offensive ít, bởi khi iu chưa chắc đã đc iu phải normal cả nhà? 🙄",normal
Hoàng Hải Khánh hôm nọ xem trên sờ chim,normal
Con ông cháu cha,normal
Ai lớp du chu cà mo là j z m.n,normal
A little love from MixiGaming <3,normal
Sa sỉ phẩm k đánh thuế mạnh thì để làm ccc gì :v,offensive
Giàu mà thiếu tiền cô minh hiếu,normal
Vẫn kết quả tóc chào mào ngày xưa cuat tộc trưởng vlin🤣,normal
Cho xin facebook chị linda nhe mọi ng,normal
Nhi Băng thắng hiệp hàm thắng chị,normal
nói chồng mua mới đc,normal
Sau khi thi xong môn Văn,normal
"Nguyễn Hoạt thì đấy, có phải là cố gắng rồi sẽ giàu đâu, chỉ khi bạn giàu rồi bạn mới cho là vậy",normal
Qúa dữ anh êii,normal
Anh em yếu sly ib,offensive
Cứ để tú lo,normal
"Tran nhu con goi cua pho bolsa, kieu gi lam do haha",normal
Lên lên Abe ơi,normal
Trend này ở VN có từ thời nguyên thủy rồi nhá.!! Nam Triều bắt trend chậm quá,normal
Chàng trai với nụ cười ror nắng,normal
Xóm Pet hơi đâu dài dòng k có cái nào tốt mà rẻ hết,normal
Dạo này khả năng ko dùng mạng với 3g nữa,normal
"Ông này nghe nói là tiên  tri vũtru Trầm Dầm có biết gì về Kinh dịch mà gọi tiên tri ,có biết gì về tương lai sắp tới của thế giới không OK",normal
virus corona tuổi lìn :))),offensive
Đi ko Abe,normal
nhìn vô lí nhưng cực kì hợp lí và thuyết phục :)),normal
Tại sao những đứa như này lại tồn tại trong khi những người tốt thì lại bị tan nạn & mất mạng vì lũ lụt mà méo do thiên tai gây ra nhể ???,offensive
Chạm đáy nổi đau :v,normal
"Phim hay, hồi hộp và gay cấn, có nhiều cảnh đoán trk đk sẽ ntn nhưng vẫn giật mình. Kristen fim này diễn hay, vẫn là lối diễn cũ giống thời Twilight nhưng lột tả cảm xúc trong fim tốt hơn. Trên thang điểm offensivenormal mình cho fim 8.5 . Chốt lại là hay và nên xem !",normal
E lạy a luân luôn 🙏chọc Danh hài nổi tiếng mà ngồi rất là tỉnh ko cười 😂,normal
Vy Vy Nguyễnn ok,normal
Xuân Thái Xuân Bảo Ben Đăng Mạnh Nguyễn Phan Huy Nam normalhate,normal
"Ông Trần là bậc thánh minh,
Lạc ra hải ngoại ẩn mình nơi đâu,
Phá đồng mới chịu ngôi cao,
Bấy giờ thiên hạ rủ nhau cùng về,
Cùng nhau thịnh trị bốn bề
Nước Nam lại đổi quốc kỳ Việt Nam.",normal
Con này nó dập dá nhiều quá dầu nó não quá,hate
Cô xinh quá,normal
"Phải còn cần may mắn nữa chứ bạn .Bạn cứ nhìn một số sinh viên đại học đi , có những người rất giỏi và bản lĩnh nhưng phải về quê nuôi lợn , nhặt rau ,lấy chồng đấy thôi .",normal
Mn mua giày xua tan nỗi buồn đi huhuu,normal
Khổ quá. Kiếm cơm sống qua ngày cũng khó,normal
sale 99% thì e mua :>,normal
Anh Trung bóng rổ,normal
Thời này khó lật lắm ... cônd nhận trang này ý nghĩa,normal
Muôn đời giàu sang,normal
Chửi đi rồi khóc,normal
Nghe rất sợ vợ nhưng lại rất gan dạ :)),normal
Vloz,offensive
Phim hài ABe 🙂,normal
"Ngộ ha! Mấy bố cứ ngồi đây mà phán ""Thử hỏi làm sao phát triển được"" ... Ủa nếu có chinhd sách phát triển gì gì đó của mấy bố vào đây thì VN chắc gì đã tiế bộ? Đã đéo giúp ích đc cho đất nước rồi còn ngồi đây ""Thử hỏi sao phát triển được"" :)))))) có cảm thấy hài hay là tự nhục miếng nào k ? Hay chỉ biết ngồi mà rên rỉ, lăng mạ đất nước mình, nơi mà mình đc ỉa ra?",hate
Minh Đức ho thôi chứ hay thì em k có nha,normal
Thu Huyền mình ấp với huyền thôi mà,normal
Nhà chị giàu mà :V bảo chị ý bù tiền á,normal
cai dcm,offensive
Video hay lắm 😢,normal
Duy Long Đặng ido,normal
Like và cm tụi nó ăn được hay sao mà ham hố vậy trời. Lũ điên,offensive
Đi đường quyền hôn:))😆,normal
Chị của phúc xo..,normal
Chị dám chi offensive tỷ cho e,normal
Tháii Hèn ui cùng avt kìa,normal
Lũ ngu vô học... viết tiêu đề còn sai chính tả.,hate
Bọn giàu mà mang thua người nghèo nửa đm chán quá,hate
-Trung jump king- :),normal
càng về già càng ít bạn mà anh độ thật may mắn vì có những người bạn tuyệt vời như này,normal
"Lê Dũng hôm trk thấy a khoe làm ở viện nghiên cứu đó hả, ng ta nghiên cứu a đúng ko",normal
Cậu Đồng họ đi du lịch.bộ đi du lịch là sai à?,normal
Add còn có nghĩa là địa chỉ nữa :)),normal
"Trong một diễn biến #,chúng ta lại bị chửi rồi😭",normal
"Cơm k có mà ăn,lấy gì mà mua bảo hiểm",normal
Cực kì thuyết phục🤣,normal
Abe đừng buồn,normal
Anh áo đen thật thanh thản,normal
Trần dần đẹp zai,normal
"E cười rất tươi,cười nhìu là tuyệt",normal
"Có rất nhiều kẻ vĩ cuồng, chúng dọn cho mình những cỗ quan tài đẹp nhất, những lăng mộ hàng ngàn hecta, lăng tẩm lộng lẫy. Chúng quên rằng, chúng chỉ nhất thời, người đời phỉ nhổ vào chúng, con cháu dòng họ chúng mang nhục. Tượng đài thực sự là những gì để lại muôn đời và do chính nhân dân dựng lên để kính nhớ.",hate
Huyền Khánh Phùng giá cả vẫn vậy chỉ có điều là kb thị trường thận dạo này ra sao thuii,normal
vẫn vậy nha :))))),normal
chim ngừng bay khi thấy em ấy nhảy,normal
Ủng hộ đi các bạn 😞,normal
Giàu thì làm gì cũng được Thanh Huy =)),normal
Đặng Thị Sậu thì offensive bộ phận bảo vệ bạn Cây đấy 🤣🤣🤣,normal
5 điều BÁC HỒ dạy =)))),normal
And DLV come in 3...hate...,hate
Cho ông Độ vào bắn có phải anh em được về nhà nghỉ ngơi sớm hơn k =)))),normal
mấy anh mua về cho xon đó :(,normal
Cực kì thuyết phục=))),normal
Chim sẻ đi nắng - Hạnh Đàn -Tân Lập - Đan phượng .,normal
Nó làm cái gì đấy chú.ỉa bậy à,offensive
"Trư Bát Giới bạn ơi, nó cố tình uống hạ sốt,khai gian thì bố cụ ô kiểm tra yte ở sân bay biết dc à??? ko thể tha thứ cho con chó này dc.",hate
Bà vanga ko phải là đối thủ,normal
Sống chậm thôi mấy thằng lol,hate
Mãnh thú lần cuối xuất hiện,normal
Trung khó chịu,normal
Yêu đương đ gì tầm này em còn phải đi cà khịa đã 😒,offensive
Sống chậm thoii,normal
Trung lo hết... Trung hút skill... Trung tư duy.... Trung tình😂😂😂😂,normal
"Và sẽ có kiểu ngụy biện như nước ta vừa mới gia nhập WTO... trước đó là mới thoát khỏi chiến tranh, mới mở cửa, mới thoát cấm vận.",normal
Đm crush :),hate
Đừng bao h so sánh abe với sela bởi vì abe tuổi lol mà so đc,hate
Chị hiếu nói chuyện dể thương chị ở đâu vậy,normal
Thảo Phương nghĩ nó choán 😂😂😂,normal
Giống bố từ lúc còn bé tí..nhìn thích thật chứ 😍,normal
Anh Trung tele :)),normal
